gene.names	cluster
ENSMUSG00000027523	Gnas	2
ENSMUSG00000041203	Trir	2
ENSMUSG00000036748	Cuedc2	2
ENSMUSG00000038502	Ptov1	2
ENSMUSG00000003346	Abhd17a	2
ENSMUSG00000046727	Cystm1	2
ENSMUSG00000003344	Btbd2	2
ENSMUSG00000061887	Ssbp3	2
ENSMUSG00000039105	Atp6v1g1	2
ENSMUSG00000025730	Rab40c	2
ENSMUSG00000036036	Zfp57	2
ENSMUSG00000019837	Gtf3c6	2
ENSMUSG00000038489	Polr2l	2
ENSMUSG00000074211	Sdhaf1	2
ENSMUSG00000079435	Rpl36a	2
ENSMUSG00000009013	Dynll1	2
ENSMUSG00000007872	Id3	2
ENSMUSG00000033467	Crlf2	2
ENSMUSG00000042694	Stn1	2
ENSMUSG00000075702	Selenom	2
ENSMUSG00000028478	Clta	2
ENSMUSG00000072235	Tuba1a	2
ENSMUSG00000002844	Adprh	2
ENSMUSG00000000326	Comt	2
ENSMUSG00000015806	Qdpr	2
ENSMUSG00000029465	Arpc3	2
ENSMUSG00000115457	Gm2387	2
ENSMUSG00000029433	Diablo	2
ENSMUSG00000006589	Aprt	2
ENSMUSG00000040441	Slc26a10	2
ENSMUSG00000007038	Neu1	2
ENSMUSG00000071866	Ppia	2
ENSMUSG00000021957	Tkt	2
ENSMUSG00000026171	Rnf25	2
ENSMUSG00000038150	Ormdl3	2
ENSMUSG00000049775	Tmsb4x	2
ENSMUSG00000026305	Lrrfip1	2
ENSMUSG00000044627	Swi5	2
ENSMUSG00000025856	Pdgfa	2
ENSMUSG00000030122	Ptms	2
ENSMUSG00000041740	Rnf10	2
ENSMUSG00000022400	Rbx1	2
ENSMUSG00000020831	0610010K14Rik	2
ENSMUSG00000026509	Capn2	2
ENSMUSG00000038398	Upf3a	2
ENSMUSG00000039680	Mrps6	2
ENSMUSG00000037706	Cd81	2
ENSMUSG00000020253	Ppm1m	2
ENSMUSG00000029810	Tmem176b	2
ENSMUSG00000045237	Eola1	2
ENSMUSG00000034259	Exosc4	2
ENSMUSG00000045838	Ccdc9b	2
ENSMUSG00000005447	Pafah1b3	2
ENSMUSG00000026641	Usf1	2
ENSMUSG00000040767	Snrnp25	2
ENSMUSG00000031827	Cotl1	2
ENSMUSG00000028029	Aimp1	2
ENSMUSG00000090862	Rps13	2
ENSMUSG00000079523	Tmsb10	2
ENSMUSG00000106107	Gm43190	2
ENSMUSG00000022774	Ncbp2	2
ENSMUSG00000021242	Npc2	2
ENSMUSG00000034245	Hdac11	2
ENSMUSG00000004667	Polr2e	2
ENSMUSG00000109812	Gm45640	2
ENSMUSG00000024830	Rps6kb2	2
ENSMUSG00000046711	Hmga1	2
ENSMUSG00000038871	Bpgm	2
ENSMUSG00000059409	Ppp2r5d	2
ENSMUSG00000027405	Nop56	2
ENSMUSG00000001750	Tcirg1	2
ENSMUSG00000026279	Thap4	2
ENSMUSG00000036120	Rfxank	2
ENSMUSG00000021576	Pdcd6	2
ENSMUSG00000067719	Gm10221	2
ENSMUSG00000002660	Clpp	2
ENSMUSG00000041629	Vcf1	2
ENSMUSG00000107856	Gm7838	2
ENSMUSG00000044024	Rell2	2
ENSMUSG00000070003	Ssbp4	2
ENSMUSG00000001248	Gramd1a	2
ENSMUSG00000024856	Cdk2ap2	2
ENSMUSG00000034429	Zfp707	2
ENSMUSG00000057506	Bloc1s2	2
ENSMUSG00000021807	Rtraf	2
ENSMUSG00000061904	Slc25a3	2
ENSMUSG00000084416	Rpl10a-ps1	2
ENSMUSG00000028798	Eif3i	2
ENSMUSG00000042558	Adprs	2
ENSMUSG00000002058	Unc119	2
ENSMUSG00000028041	Adam15	2
ENSMUSG00000029062	Cdk11b	2
ENSMUSG00000090213	Peds1	2
ENSMUSG00000004264	Phb2	2
ENSMUSG00000042675	Ypel3	2
ENSMUSG00000031728	Zfp821	2
ENSMUSG00000028447	Dctn3	2
ENSMUSG00000010054	Tusc2	2
ENSMUSG00000002661	Alkbh7	2
ENSMUSG00000002658	Gtf2f1	2
ENSMUSG00000029831	Npvf	2
ENSMUSG00000022490	Ppp1r1a	2
ENSMUSG00000026921	Egfl7	2
ENSMUSG00000068739	Sars1	2
ENSMUSG00000002477	Snrpd1	2
ENSMUSG00000002768	Mea1	2
ENSMUSG00000006675	P4htm	2
ENSMUSG00000020440	Arf5	2
ENSMUSG00000022556	Hsf1	2
ENSMUSG00000030335	Mrpl51	2
ENSMUSG00000033751	Gadd45gip1	2
ENSMUSG00000030652	Coq7	2
ENSMUSG00000040331	Nsmce4a	2
ENSMUSG00000042682	Selenok	2
ENSMUSG00000034190	Chmp7	2
ENSMUSG00000037499	Nenf	2
ENSMUSG00000004473	Clec11a	2
ENSMUSG00000023143	Nagpa	2
ENSMUSG00000034892	Rps29	2
ENSMUSG00000036372	Tmem258	2
ENSMUSG00000031231	Cox7b	2
ENSMUSG00000034993	Vat1	2
ENSMUSG00000037361	Sf3b6	2
ENSMUSG00000058076	Sdhc	2
ENSMUSG00000074457	S100a16	2
ENSMUSG00000066456	Hmgn3	2
ENSMUSG00000003299	Mrpl4	2
ENSMUSG00000012405	Rpl15	2
ENSMUSG00000058503	Fam133b	2
ENSMUSG00000029472	Anapc5	2
ENSMUSG00000053898	Ech1	2
ENSMUSG00000103364	Gm38157	2
ENSMUSG00000001270	Ckb	2
ENSMUSG00000020153	Ndufs7	2
ENSMUSG00000026895	Ndufa8	2
ENSMUSG00000063787	Chchd1	2
ENSMUSG00000041560	Nop53	2
ENSMUSG00000037916	Ndufv1	2
ENSMUSG00000004897	Hdgf	2
ENSMUSG00000015668	Pdzd11	2
ENSMUSG00000064254	Ethe1	2
ENSMUSG00000014294	Ndufa2	2
ENSMUSG00000081137	BC022960	2
ENSMUSG00000021178	Psmc1	2
ENSMUSG00000095195	Gm3005	2
ENSMUSG00000041881	Ndufa7	2
ENSMUSG00000020530	Ggnbp2	2
ENSMUSG00000081406	Rps6-ps4	2
ENSMUSG00000032412	Atp1b3	2
ENSMUSG00000047613	A430005L14Rik	2
ENSMUSG00000028772	Zcchc17	2
ENSMUSG00000045532	C1ql1	2
ENSMUSG00000005510	Ndufs3	2
ENSMUSG00000025732	Mcrip2	2
ENSMUSG00000038005	Hpf1	2
ENSMUSG00000086583	Gm15500	2
ENSMUSG00000029068	Ccnl2	2
ENSMUSG00000071456	1110002L01Rik	2
ENSMUSG00000019432	Ddx39b	2
ENSMUSG00000030410	Dmwd	2
ENSMUSG00000028671	Gale	2
ENSMUSG00000022564	Grina	2
ENSMUSG00000072893	4933439C10Rik	2
ENSMUSG00000003604	Aven	2
ENSMUSG00000041084	Ostc	2
ENSMUSG00000071649	B3gat3	2
ENSMUSG00000047260	Emc6	2
ENSMUSG00000031843	Mphosph6	2
ENSMUSG00000114432	Gm49391	2
ENSMUSG00000035299	Mid1	2
ENSMUSG00000028779	Pef1	2
ENSMUSG00000103284	3110080O07Rik	2
ENSMUSG00000027316	Gfra4	2
ENSMUSG00000025024	Smndc1	2
ENSMUSG00000033287	Kctd17	2
ENSMUSG00000021262	Evl	2
ENSMUSG00000000563	Atp5pb	2
ENSMUSG00000024646	Cyb5a	2
ENSMUSG00000060143	Gm10076	2
ENSMUSG00000061518	Cox5b	2
ENSMUSG00000011154	Cfap161	2
ENSMUSG00000024451	Arap3	2
ENSMUSG00000036850	Mrpl41	2
ENSMUSG00000038880	Mrps34	2
ENSMUSG00000079484	Phyhd1	2
ENSMUSG00000047676	Rpsa-ps10	2
ENSMUSG00000028070	Naxe	2
ENSMUSG00000072674	NA	2
ENSMUSG00000029780	Nt5c3	2
ENSMUSG00000029616	Erp29	2
ENSMUSG00000019689	Fmc1	2
ENSMUSG00000031948	Kars1	2
ENSMUSG00000021460	Auh	2
ENSMUSG00000014606	Slc25a11	2
ENSMUSG00000020412	Ascc2	2
ENSMUSG00000054863	Tafa5	2
ENSMUSG00000026080	Chst10	2
ENSMUSG00000022370	Mrpl13	2
ENSMUSG00000026353	Ubxn4	2
ENSMUSG00000032352	Lrrc1	2
ENSMUSG00000055401	Fbxo6	2
ENSMUSG00000071528	Atp5mk	2
ENSMUSG00000003345	Csnk1g2	2
ENSMUSG00000032968	Inha	2
ENSMUSG00000070283	Ndufaf3	2
ENSMUSG00000033585	Ndn	2
ENSMUSG00000002833	Hdgfl2	2
ENSMUSG00000060739	Nsa2	2
ENSMUSG00000003235	Eif2b5	2
ENSMUSG00000006717	Acot13	2
ENSMUSG00000004929	Thop1	2
ENSMUSG00000047261	Gap43	2
ENSMUSG00000061360	Phf5a	2
ENSMUSG00000073422	Hsd17b8	2
ENSMUSG00000053093	Myh7	2
ENSMUSG00000036980	Taf6	2
ENSMUSG00000025967	Eef1b2	2
ENSMUSG00000114751	5430425E15Rik	2
ENSMUSG00000070493	Chchd2	2
ENSMUSG00000061479	Snrpa	2
ENSMUSG00000004945	Tmem242	2
ENSMUSG00000004462	Tbccd1	2
ENSMUSG00000024640	Psat1	2
ENSMUSG00000037740	Mrps26	2
ENSMUSG00000001729	Akt1	2
ENSMUSG00000028937	Acot7	2
ENSMUSG00000027566	Psma7	2
ENSMUSG00000104002	Gm38336	2
ENSMUSG00000028773	Fabp3	2
ENSMUSG00000036887	C1qa	2
ENSMUSG00000001416	Cct3	2
ENSMUSG00000028643	Svbp	2
ENSMUSG00000039515	Ptpa	2
ENSMUSG00000025858	Get4	2
ENSMUSG00000032118	Fez1	2
ENSMUSG00000040888	Gfer	2
ENSMUSG00000004894	Hapln2	2
ENSMUSG00000030720	Cln3	2
ENSMUSG00000043445	Pgp	2
ENSMUSG00000024121	Atp6v0c	2
ENSMUSG00000025868	Higd2a	2
ENSMUSG00000047547	Cltb	2
ENSMUSG00000033208	S100b	2
ENSMUSG00000054091	1810037I17Rik	2
ENSMUSG00000033061	Resp18	2
ENSMUSG00000003559	As3mt	2
ENSMUSG00000038552	Fndc4	2
ENSMUSG00000016833	Mrps18c	2
ENSMUSG00000072772	Grcc10	2
ENSMUSG00000045934	Mtmr11	2
ENSMUSG00000010154	Spire2	2
ENSMUSG00000028745	Capzb	2
ENSMUSG00000019478	Rab4a	2
ENSMUSG00000111088	9430081H08Rik	2
ENSMUSG00000015994	Fnta	2
ENSMUSG00000006057	Atp5mc1	2
ENSMUSG00000013419	Zbtb47	2
ENSMUSG00000032327	Stra6	2
ENSMUSG00000042406	Atf4	2
ENSMUSG00000028567	Txndc12	2
ENSMUSG00000031029	Eif3f	2
ENSMUSG00000034120	Srsf2	2
ENSMUSG00000051550	Zfp579	2
ENSMUSG00000025362	Rps26	2
ENSMUSG00000031388	Naa10	2
ENSMUSG00000040447	Spns2	2
ENSMUSG00000086859	Snhg20	2
ENSMUSG00000023104	Rfc2	2
ENSMUSG00000029623	Pdap1	2
ENSMUSG00000034681	Rnps1	2
ENSMUSG00000079184	Mphosph8	2
ENSMUSG00000020219	Timm13	2
ENSMUSG00000004933	Matk	2
ENSMUSG00000005125	Ndrg1	2
ENSMUSG00000030512	Snrpa1	2
ENSMUSG00000022550	Adck5	2
ENSMUSG00000031875	Cmtm3	2
ENSMUSG00000078485	Plekhn1	2
ENSMUSG00000021680	Crhbp	2
ENSMUSG00000004460	Dnajb11	2
ENSMUSG00000052584	Serp2	2
ENSMUSG00000074884	Serf2	2
ENSMUSG00000005354	Txn2	2
ENSMUSG00000032637	Atxn2l	2
ENSMUSG00000025917	Cops5	2
ENSMUSG00000027466	Rbck1	2
ENSMUSG00000029066	Mrpl20	2
ENSMUSG00000045045	Lrfn4	2
ENSMUSG00000028677	Rnf220	2
ENSMUSG00000011752	Pgam1	2
ENSMUSG00000027552	E2f5	2
ENSMUSG00000069020	Urm1	2
ENSMUSG00000018821	Avpi1	2
ENSMUSG00000024787	Snx15	2
ENSMUSG00000032316	Clk3	2
ENSMUSG00000062319	Gm10115	2
ENSMUSG00000022234	Cct5	2
ENSMUSG00000064068	Mtx1	2
ENSMUSG00000037349	Nudt22	2
ENSMUSG00000057388	Mrpl18	2
ENSMUSG00000031633	Slc25a4	2
ENSMUSG00000020723	Cacng4	2
ENSMUSG00000021550	Qng1	2
ENSMUSG00000039759	Thap3	2
ENSMUSG00000035478	Mbd3	2
ENSMUSG00000035285	Nat14	2
ENSMUSG00000025337	Sbds	2
ENSMUSG00000023004	Tuba1b	2
ENSMUSG00000112278	Gm30025	2
ENSMUSG00000055850	Rnf181	2
ENSMUSG00000020444	Guk1	2
ENSMUSG00000025381	Cnpy2	2
ENSMUSG00000054312	Mrps21	2
ENSMUSG00000078881	Gm14434	2
ENSMUSG00000024902	Mrpl11	2
ENSMUSG00000057286	St6galnac2	2
ENSMUSG00000048174	Tmem81	2
ENSMUSG00000035890	Rnf126	2
ENSMUSG00000051403	Ppp1r37	2
ENSMUSG00000032382	Snx1	2
ENSMUSG00000057322	Rpl38	2
ENSMUSG00000032298	Neil1	2
ENSMUSG00000035268	Pkig	2
ENSMUSG00000004032	Gstm5	2
ENSMUSG00000047423	AI837181	2
ENSMUSG00000028741	Mrto4	2
ENSMUSG00000031820	Babam1	2
ENSMUSG00000059791	Nrm	2
ENSMUSG00000028645	Slc2a1	2
ENSMUSG00000078974	Sec61g	2
ENSMUSG00000027223	Mapk8ip1	2
ENSMUSG00000029622	Arpc1b	2
ENSMUSG00000022635	Zcrb1	2
ENSMUSG00000059689	Zfp637	2
ENSMUSG00000031913	Vps4a	2
ENSMUSG00000029145	Eif2b4	2
ENSMUSG00000038000	Acd	2
ENSMUSG00000019659	Ccdc12	2
ENSMUSG00000047617	Paxx	2
ENSMUSG00000015289	Lage3	2
ENSMUSG00000036948	Trappc14	2
ENSMUSG00000045502	Hcar2	2
ENSMUSG00000020180	Snrpd3	2
ENSMUSG00000026688	Mgst3	2
ENSMUSG00000037190	Cyb561d2	2
ENSMUSG00000057411	Antkmt	2
ENSMUSG00000068141	Gm10232	2
ENSMUSG00000015790	Surf1	2
ENSMUSG00000042148	Cox10	2
ENSMUSG00000035198	Tubg1	2
ENSMUSG00000072949	Acot1	2
ENSMUSG00000060032	H2aj	2
ENSMUSG00000038462	Uqcrfs1	2
ENSMUSG00000011096	Akt1s1	2
ENSMUSG00000028756	Pink1	2
ENSMUSG00000079641	Rpl39	2
ENSMUSG00000040669	Phc1	2
ENSMUSG00000061111	Mcrip1	2
ENSMUSG00000084904	Gm14827	2
ENSMUSG00000028367	Txn1	2
ENSMUSG00000036737	Oxsr1	2
ENSMUSG00000026520	Pycr2	2
ENSMUSG00000051154	Commd3	2
ENSMUSG00000024369	Nelfe	2
ENSMUSG00000059895	Ptp4a3	2
ENSMUSG00000028609	Magoh	2
ENSMUSG00000038884	Shfl	2
ENSMUSG00000028862	Map3k6	2
ENSMUSG00000039824	Myl6b	2
ENSMUSG00000024137	E4f1	2
ENSMUSG00000018574	Acadvl	2
ENSMUSG00000035754	Wdr18	2
ENSMUSG00000036835	Psenen	2
ENSMUSG00000042109	Csdc2	2
ENSMUSG00000024217	Snrpc	2
ENSMUSG00000086841	2410006H16Rik	2
ENSMUSG00000037152	Ndufc1	2
ENSMUSG00000025351	Cd63	2
ENSMUSG00000025158	Rfng	2
ENSMUSG00000003068	Stk11	2
ENSMUSG00000074673	Ttll9	2
ENSMUSG00000023723	Mrps23	2
ENSMUSG00000025468	Caly	2
ENSMUSG00000031736	Crnde	2
ENSMUSG00000102961	Gm19918	2
ENSMUSG00000006218	Fam131c	2
ENSMUSG00000038152	5033430I15Rik	2
ENSMUSG00000022193	Psmb5	2
ENSMUSG00000001794	Capns1	2
ENSMUSG00000001909	Trmt1	2
ENSMUSG00000004096	Cwc15	2
ENSMUSG00000027502	Rtf2	2
ENSMUSG00000038695	Josd2	2
ENSMUSG00000017677	Wsb1	2
ENSMUSG00000026309	Ilkap	2
ENSMUSG00000024926	Kat5	2
ENSMUSG00000030380	Mzf1	2
ENSMUSG00000081113	Gm7308	2
ENSMUSG00000002280	Ciao3	2
ENSMUSG00000031897	Psmb10	2
ENSMUSG00000020775	Mrpl38	2
ENSMUSG00000024914	Drap1	2
ENSMUSG00000041801	Phlda3	2
ENSMUSG00000056917	Sipa1	2
ENSMUSG00000075705	Msrb1	2
ENSMUSG00000034254	Agpat1	2
ENSMUSG00000037570	Mcrs1	2
ENSMUSG00000015943	Bola1	2
ENSMUSG00000019359	Gdpd2	2
ENSMUSG00000019505	Ubb	2
ENSMUSG00000030611	Mrps11	2
ENSMUSG00000042737	Dpm3	2
ENSMUSG00000053801	Grwd1	2
ENSMUSG00000051518	Rps19bp1	2
ENSMUSG00000071658	Gng3	2
ENSMUSG00000017802	Retreg3	2
ENSMUSG00000069678	Pcgf1	2
ENSMUSG00000031879	Ciao2b	2
ENSMUSG00000105302	Gm19817	2
ENSMUSG00000014959	Gorasp2	2
ENSMUSG00000036246	Gmip	2
ENSMUSG00000075701	Selenos	2
ENSMUSG00000037907	Ankrd13b	2
ENSMUSG00000052031	Tagap1	2
ENSMUSG00000062296	Trank1	2
ENSMUSG00000026260	Ndufa10	2
ENSMUSG00000023092	Fhl1	2
ENSMUSG00000005892	Trh	2
ENSMUSG00000024965	Fermt3	2
ENSMUSG00000030590	Fam98c	2
ENSMUSG00000009076	Zmat5	2
ENSMUSG00000025408	Ddit3	2
ENSMUSG00000001334	Fndc5	2
ENSMUSG00000016344	Ppdpf	2
ENSMUSG00000007944	Ttc9b	2
ENSMUSG00000010376	Nedd8	2
ENSMUSG00000025651	Uqcrc1	2
ENSMUSG00000014846	Tppp3	2
ENSMUSG00000051346	Spryd4	2
ENSMUSG00000041420	Meis3	2
ENSMUSG00000029364	Wsb2	2
ENSMUSG00000035521	Gnptg	2
ENSMUSG00000035227	Spcs2	2
ENSMUSG00000055862	Izumo4	2
ENSMUSG00000039771	Polr2j	2
ENSMUSG00000050732	Vamp8	2
ENSMUSG00000036046	5031439G07Rik	2
ENSMUSG00000014859	E2f4	2
ENSMUSG00000032204	Aqp9	2
ENSMUSG00000040414	Slc25a28	2
ENSMUSG00000019823	Mical1	2
ENSMUSG00000053137	Mapk11	2
ENSMUSG00000020649	Rrm2	2
ENSMUSG00000017715	Pgs1	2
ENSMUSG00000022216	Psme1	2
ENSMUSG00000031954	Cfdp1	2
ENSMUSG00000043801	Oaz1-ps	2
ENSMUSG00000040415	Dtx3	2
ENSMUSG00000039168	Dap	2
ENSMUSG00000023456	Tpi1	2
ENSMUSG00000035757	Selenoo	2
ENSMUSG00000036880	Acaa2	2
ENSMUSG00000060591	Ifitm2	2
ENSMUSG00000025034	Trim8	2
ENSMUSG00000025226	Fbxl15	2
ENSMUSG00000049932	H2ax	2
ENSMUSG00000022428	Cby1	2
ENSMUSG00000021996	Esd	2
ENSMUSG00000044037	Als2cl	2
ENSMUSG00000035228	Ccdc106	2
ENSMUSG00000037266	Rsrp1	2
ENSMUSG00000020009	Ifngr1	2
ENSMUSG00000028797	Tmem234	2
ENSMUSG00000044502	Bod1	2
ENSMUSG00000087260	Lamtor5	2
ENSMUSG00000056185	Snx32	2
ENSMUSG00000025135	Anapc11	2
ENSMUSG00000042115	Klhdc8a	2
ENSMUSG00000027947	Il6ra	2
ENSMUSG00000030591	Psmd8	2
ENSMUSG00000007721	Ccdc124	2
ENSMUSG00000061286	Exosc5	2
ENSMUSG00000022571	Pycr3	2
ENSMUSG00000051502	Ufsp1	2
ENSMUSG00000083421	Gm14776	2
ENSMUSG00000003438	Timm50	2
ENSMUSG00000024459	H2-M5	2
ENSMUSG00000027099	Mtx2	2
ENSMUSG00000078153	Psme2b	2
ENSMUSG00000021771	Vdac2	2
ENSMUSG00000110353	Gm33543	2
ENSMUSG00000022574	Naprt	2
ENSMUSG00000002102	Psmc3	2
ENSMUSG00000051671	Coa6	2
ENSMUSG00000038967	Pdk2	2
ENSMUSG00000020477	Mrps24	2
ENSMUSG00000024829	Mrpl21	2
ENSMUSG00000031783	Polr2c	2
ENSMUSG00000053964	Lgals4	2
ENSMUSG00000031807	Pgls	2
ENSMUSG00000001056	Nhp2	2
ENSMUSG00000029454	Mapkapk5	2
ENSMUSG00000021692	Dimt1	2
ENSMUSG00000030638	Sh3gl3	2
ENSMUSG00000036856	Wnt4	2
ENSMUSG00000037843	Vstm2l	2
ENSMUSG00000041506	Rrp9	2
ENSMUSG00000026750	Psmb7	2
ENSMUSG00000023951	Vegfa	2
ENSMUSG00000059540	Tcea2	2
ENSMUSG00000118087	4833438C02Rik	2
ENSMUSG00000001418	Glmp	2
ENSMUSG00000115316	Gm49096	2
ENSMUSG00000042312	S100a13	2
ENSMUSG00000089661	Mia	2
ENSMUSG00000058101	1700084J12Rik	2
ENSMUSG00000025428	Atp5f1a	2
ENSMUSG00000018008	Cyth4	2
ENSMUSG00000058833	Rex1bd	2
ENSMUSG00000024436	Mrps18b	2
ENSMUSG00000020486	Septin4	2
ENSMUSG00000074247	Dda1	2
ENSMUSG00000019433	Gipc1	2
ENSMUSG00000037960	Card19	2
ENSMUSG00000103653	Gstp-ps	2
ENSMUSG00000006395	Hyi	2
ENSMUSG00000060992	Copz1	2
ENSMUSG00000022091	Sorbs3	2
ENSMUSG00000006335	Tfpt	2
ENSMUSG00000026526	Fh1	2
ENSMUSG00000054405	Dnajc8	2
ENSMUSG00000098176	Ccdc166	2
ENSMUSG00000035585	Tsen34	2
ENSMUSG00000053929	Zftraf1	2
ENSMUSG00000052117	D630039A03Rik	2
ENSMUSG00000028541	B4galt2	2
ENSMUSG00000003199	Mpnd	2
ENSMUSG00000034353	Ramp1	2
ENSMUSG00000071073	Lrrc73	2
ENSMUSG00000062683	Atp5mc2	2
ENSMUSG00000031730	Dhodh	2
ENSMUSG00000028910	Mecr	2
ENSMUSG00000095597	Rps7-ps3	2
ENSMUSG00000003809	Gcdh	2
ENSMUSG00000064351	mt-Co1	2
ENSMUSG00000025724	Sec11a	2
ENSMUSG00000080268	Brms1	2
ENSMUSG00000062691	Cebpzos	2
ENSMUSG00000017176	Nt5c3b	2
ENSMUSG00000002059	Rab34	2
ENSMUSG00000027574	Nkain4	2
ENSMUSG00000046402	Rbp1	2
ENSMUSG00000024208	Uqcc2	2
ENSMUSG00000078348	Sf3b5	2
ENSMUSG00000030805	Stx4a	2
ENSMUSG00000020780	Srp68	2
ENSMUSG00000029819	Npy	2
ENSMUSG00000037031	Tspan15	2
ENSMUSG00000044734	Serpinb1a	2
ENSMUSG00000073616	Cops9	2
ENSMUSG00000079364	Gm3558	2
ENSMUSG00000037239	Spred3	2
ENSMUSG00000024268	Celf4	2
ENSMUSG00000021131	Erh	2
ENSMUSG00000004187	Kifc2	2
ENSMUSG00000022427	Tomm22	2
ENSMUSG00000082035	Rpl17-ps8	2
ENSMUSG00000034432	Cops8	2
ENSMUSG00000057666	Gapdh	2
ENSMUSG00000024941	Scyl1	2
ENSMUSG00000039016	Timm8b	2
ENSMUSG00000003814	Calr	2
ENSMUSG00000039533	Mmd2	2
ENSMUSG00000030711	Sult1a1	2
ENSMUSG00000015087	Rabl6	2
ENSMUSG00000014786	Slc9a5	2
ENSMUSG00000018167	Stard3	2
ENSMUSG00000034994	Eef2	2
ENSMUSG00000024048	Myl12a	2
ENSMUSG00000079592	C1qtnf5	2
ENSMUSG00000053553	3110082I17Rik	2
ENSMUSG00000004394	Tmed4	2
ENSMUSG00000005078	Jkamp	2
ENSMUSG00000010142	Tnfrsf13b	2
ENSMUSG00000091712	Sec14l5	2
ENSMUSG00000006390	Elovl1	2
ENSMUSG00000097371	Gm26875	2
ENSMUSG00000001247	Lsr	2
ENSMUSG00000052397	Ezr	2
ENSMUSG00000001105	Ift20	2
ENSMUSG00000002799	Jag2	2
ENSMUSG00000027673	Ndufb5	2
ENSMUSG00000063632	Sox11	2
ENSMUSG00000020441	2310033P09Rik	2
ENSMUSG00000008683	Rps15a	2
ENSMUSG00000089951	Zfp968-ps	2
ENSMUSG00000026821	Ralgds	2
ENSMUSG00000031765	Mt1	2
ENSMUSG00000000738	Spg7	2
ENSMUSG00000025495	Ptdss2	2
ENSMUSG00000058443	Rpl10-ps3	2
ENSMUSG00000111343	Gm47175	2
ENSMUSG00000050552	Lamtor4	2
ENSMUSG00000117924	Tmem223	2
ENSMUSG00000028670	Lypla2	2
ENSMUSG00000027581	Stmn3	2
ENSMUSG00000105059	Gm42498	2
ENSMUSG00000107272	Gm34583	2
ENSMUSG00000027952	Pmvk	2
ENSMUSG00000030423	Pop4	2
ENSMUSG00000080885	Rpl10-ps6	2
ENSMUSG00000022820	Ndufb4	2
ENSMUSG00000029725	Ppp1r35	2
ENSMUSG00000094724	Rnaset2b	2
ENSMUSG00000078453	Abracl	2
ENSMUSG00000018042	Cyb5r3	2
ENSMUSG00000032330	Cox7a2	2
ENSMUSG00000030339	Ltbr	2
ENSMUSG00000068220	Lgals1	2
ENSMUSG00000102775	Gm38160	2
ENSMUSG00000016921	Srsf6	2
ENSMUSG00000029103	Lrpap1	2
ENSMUSG00000018865	Sult4a1	2
ENSMUSG00000030086	Chchd6	2
ENSMUSG00000021748	Pdhb	2
ENSMUSG00000012296	Tjap1	2
ENSMUSG00000000489	Pdgfb	2
ENSMUSG00000051007	Gatd1	2
ENSMUSG00000036781	Rps27l	2
ENSMUSG00000073889	Il11ra1	2
ENSMUSG00000029161	Cgref1	2
ENSMUSG00000040385	Ppp1ca	2
ENSMUSG00000027642	Rpn2	2
ENSMUSG00000084289	Fth1-ps	2
ENSMUSG00000049796	Crh	2
ENSMUSG00000051159	Cited1	2
ENSMUSG00000089847	Timm10b	2
ENSMUSG00000020738	Sumo2	2
ENSMUSG00000023911	Flywch2	2
ENSMUSG00000079657	Rab26	2
ENSMUSG00000048747	E130114P18Rik	2
ENSMUSG00000116652	Fam246a	2
ENSMUSG00000075528	Aarsd1	2
ENSMUSG00000042642	Flad1	2
ENSMUSG00000023353	Agap3	2
ENSMUSG00000075389	Reno1	2
ENSMUSG00000026170	Cyp27a1	2
ENSMUSG00000031840	Rab3a	2
ENSMUSG00000021243	Fcf1	2
ENSMUSG00000002012	Pnck	2
ENSMUSG00000030946	Lhpp	2
ENSMUSG00000097859	NA	2
ENSMUSG00000028757	Ddost	2
ENSMUSG00000026544	Dusp23	2
ENSMUSG00000052865	Gm13619	2
ENSMUSG00000024767	Otub1	2
ENSMUSG00000006050	Sra1	2
ENSMUSG00000079283	2310009B15Rik	2
ENSMUSG00000019806	Aig1	2
ENSMUSG00000048163	Selplg	2
ENSMUSG00000060073	Psma3	2
ENSMUSG00000093798	Gm8355	2
ENSMUSG00000048755	Mcat	2
ENSMUSG00000048997	Atxn7l2	2
ENSMUSG00000028104	Polr3gl	2
ENSMUSG00000042570	Mier2	2
ENSMUSG00000031860	Pbx4	2
ENSMUSG00000029148	Nrbp1	2
ENSMUSG00000033739	Fkbpl	2
ENSMUSG00000081534	Slc48a1	2
ENSMUSG00000090122	Kcne5	2
ENSMUSG00000006736	Tspan31	2
ENSMUSG00000052369	Tmem106c	2
ENSMUSG00000036845	Lin37	2
ENSMUSG00000050063	Klk6	2
ENSMUSG00000020069	Hnrnph3	2
ENSMUSG00000062937	Mtap	2
ENSMUSG00000030763	Lcmt1	2
ENSMUSG00000028923	Necap2	2
ENSMUSG00000042116	Vwa1	2
ENSMUSG00000018572	Phf23	2
ENSMUSG00000023990	Tfeb	2
ENSMUSG00000024197	Plin3	2
ENSMUSG00000024346	Pfdn1	2
ENSMUSG00000036299	BC031181	2
ENSMUSG00000098234	Snhg6	2
ENSMUSG00000029223	Uchl1	2
ENSMUSG00000045027	Prss22	2
ENSMUSG00000015750	Aph1a	2
ENSMUSG00000020133	2310011J03Rik	2
ENSMUSG00000031155	Pim2	2
ENSMUSG00000031683	Lsm6	2
ENSMUSG00000030612	Mrpl46	2
ENSMUSG00000002524	Puf60	2
ENSMUSG00000005699	Pard6a	2
