ensembl_gene_id,external_gene_name,entrezgene_id,chromosome_name,start_position,end_position,WT/WT_mean_expression,WT/FC_mean_expression,FC/FC_mean_expression,WT/VS_mean_expression,VS/VS_mean_expression,Agora_target,Cluster_ID
ENSMUSG00000005267,Zfp287,170740,11,62591182,62622731,0.0499382778717938,0.665308947166898,0.581039248395102,-0.632475251778565,-0.64582251779514,no,2
ENSMUSG00000005299,Letm1,56384,5,33897017,33940161,-0.0158548118750508,-0.821010143006753,-0.394739268533901,0.599984438818428,0.575093381586426,no,1
ENSMUSG00000005338,Cadm3,94332,1,173160825,173195261,0.113494534122417,0.103367314042208,0.739685617663199,-0.618366126115792,-0.41468829746697,no,2
ENSMUSG00000005354,Txn2,56551,15,77799247,77813206,-0.245882983516229,-0.699845100574791,-0.475143637983593,0.818933465941516,0.728030068722313,no,1
ENSMUSG00000005362,Crbn,58799,6,106757162,106777038,0.0284949584765596,0.588233435835758,0.442530490888686,-0.170812797206657,-0.860797853865396,no,2
ENSMUSG00000005378,Bud23,66138,5,135081811,135093813,-0.209417035287507,-0.529095331969731,-0.370741560390911,0.528812909787948,0.693412516661633,no,1
ENSMUSG00000005413,Hmox1,15368,8,75820249,75827217,-0.422123219699724,-0.236194104364974,0.0929854744452159,0.885465309469908,-0.023223887105998,no,1
ENSMUSG00000005417,Mprip,26936,11,59552131,59671686,0.231334198898238,0.454860903833207,0.478013124071566,-0.837774480719051,-0.462029319938201,no,2
ENSMUSG00000005442,Cic,71722,7,24967129,24993584,0.0937866746815263,0.321763510264711,0.428668402249052,-0.549889918427453,-0.33785504892364,no,2
ENSMUSG00000005447,Pafah1b3,18476,7,24994474,24997411,0.00883496939686897,-0.466726326321478,-0.587501805736976,0.528342832743503,0.47153024234369,yes,1
ENSMUSG00000005481,Ddx39a,68278,8,84441806,84453521,-0.0230646865886896,-0.501350594858963,-0.477490654842217,0.402348042339539,0.575077192653578,no,1
ENSMUSG00000005506,Celf1,13046,2,90770727,90849842,0.0267236330517109,0.787614695614176,0.436020789341024,-0.97014519927488,-0.234622085552916,yes,2
ENSMUSG00000005510,Ndufs3,68349,2,90724978,90735171,-0.12216055163033,-0.493716471240577,-0.388391850912455,0.659631438061897,0.395114810174247,yes,1
ENSMUSG00000005533,Igf1r,16001,7,67602575,67883416,0.113952155343703,0.666328971527167,0.601422822085498,-0.850907095938879,-0.560733555231142,yes,2
ENSMUSG00000005534,Insr,16337,8,3172061,3329617,0.150525072975129,0.540882766396735,0.448571010510132,-0.705568230046985,-0.502230860699982,yes,2
ENSMUSG00000005575,Ube2m,22192,7,12769047,12772202,-0.152311453644746,-0.423959073077805,-0.506671235708244,0.534259065228484,0.62758636467941,no,1
ENSMUSG00000005580,Adcy9,11515,16,4105393,4238362,0.0658742115638747,0.716142248721543,0.54976204434808,-0.662371050956984,-0.659134591622681,no,2
ENSMUSG00000005625,Psmd4,19185,3,94940005,94949925,-0.159407951174724,-0.813525260613124,-0.416082826370546,1.00912278249268,0.431655447328907,no,1
ENSMUSG00000005656,Snx6,72183,12,54793134,54842488,-0.155091829930666,0.337859488873112,-0.538043280586631,0.77760600664975,-0.277856555151536,no,1
ENSMUSG00000005682,Pan2,103135,10,128139204,128157227,-0.0963935402743171,-0.833979949216762,0.399519922533565,-0.00275335238738033,0.536403745449003,no,1
ENSMUSG00000005696,Sh2d1a,20400,X,41591330,41618207,0.0380147543998507,-0.806487050401687,-0.207910726279672,0.567937514200523,0.312727188080982,no,1
ENSMUSG00000005732,Ranbp1,19385,16,18057648,18066596,-0.238371528138023,-0.301777051186593,-0.508669090279836,0.789089341376292,0.41335888673294,no,1
ENSMUSG00000005779,Psmb4,19172,3,94791404,94794272,-0.0879126282398421,-0.634120227868137,-0.525951840141975,0.835262772669149,0.425813042438316,no,1
ENSMUSG00000005823,Gpr108,78308,17,57541635,57555446,-0.219697131785503,-0.419581526045559,-0.320967327002685,0.273267008203362,0.816786698298863,no,1
ENSMUSG00000005846,Rsl1d1,66409,16,11010834,11021195,-0.0988817402704661,-0.500649408765411,-0.349112159053955,0.551315686534334,0.429768142694705,no,1
ENSMUSG00000005881,Ergic3,66366,2,155849965,155860199,-0.00852889785407815,-0.456698224718357,-0.631152590543233,0.612006428158697,0.452711772954284,no,1
ENSMUSG00000005886,Ncoa2,17978,1,13209329,13444307,0.106377652215242,0.759942564120957,0.413045500355515,-0.598272994064253,-0.697547414778785,no,2
ENSMUSG00000005892,Trh,22044,6,92219042,92221631,0.0862081906933125,-0.456964785615196,-0.599321893678898,0.298086763576485,0.569255183202973,no,1
ENSMUSG00000005893,Nr2c2,22026,6,92068371,92151275,0.135786640512415,0.81432667382253,0.453438374124245,-0.876295051150031,-0.561236061541622,no,2
ENSMUSG00000005907,Pex1,71382,5,3646066,3687232,-0.033467922715602,0.623578587002541,0.778628506707994,-0.542439030890196,-0.749234315817714,no,2
ENSMUSG00000005982,Naa60,74763,16,3690239,3722634,-0.0680507287539234,-0.631352752395455,-0.36411089620531,0.651355323203672,0.410584371350306,no,1
ENSMUSG00000006005,Tpr,108989,1,150268589,150325686,0.208265315142828,0.706796769206843,0.50290184506213,-0.769105141993319,-0.746158043008466,yes,2
ENSMUSG00000006024,Napa,108124,7,15832383,15851900,-0.168852751424277,-0.611176299990216,-0.376993262652743,0.847896646893188,0.384833872409855,no,1
ENSMUSG00000006050,Sra1,24068,18,36799734,36803868,-0.142612894669322,-0.926925597042951,-0.174681793305736,0.529923678916118,0.744012477350335,no,1
ENSMUSG00000006057,Atp5mc1,11951,11,95959678,95966496,-0.114961720876719,-0.59356761502678,-0.470724459453845,0.774700308544557,0.441310809551372,no,1
ENSMUSG00000006095,Tbcb,66411,7,29923556,29931697,-0.185202703971838,-0.506130825864479,-0.612861374506749,0.844451058193887,0.556468305305929,no,1
ENSMUSG00000006169,Clint1,216705,11,45742791,45801452,-0.00463981636892955,0.365364235459659,0.397872198324262,0.139242108580113,-0.863911844096564,no,2
ENSMUSG00000006262,Mob1b,68473,5,88868714,88912079,0.140740461522786,0.556857178356334,0.415747057466897,-0.752766469970423,-0.41972880865464,no,2
ENSMUSG00000006299,Aamp,227290,1,74318999,74323897,-0.123652707661987,-0.667300048419496,-0.438127467907808,0.990014373519515,0.276197043848148,no,1
ENSMUSG00000006304,Arpc2,76709,1,74275243,74307368,-0.129405750662624,-0.515884473280318,-0.369731056055728,0.558500323128167,0.510584897093953,no,1
ENSMUSG00000006307,Kmt2b,75410,7,30268283,30288151,0.076281443902381,0.412196590584231,0.196448859563667,-0.529620476746831,-0.178167784348205,no,2
ENSMUSG00000006315,Tmem147,69804,7,30427126,30428965,-0.0409111443532898,-0.727155314856168,-0.460499958736181,0.678034867076249,0.520618632896333,no,1
ENSMUSG00000006333,Rps9,76846,7,3706992,3709896,-0.178787746656227,-0.707885025755848,-0.568876136907895,0.879310540307512,0.65133876019161,no,1
ENSMUSG00000006335,Tfpt,69714,7,3623323,3632928,-0.0384091005656083,-0.690834928918992,-0.376866728595908,0.674348013228829,0.402999992865905,no,1
ENSMUSG00000006356,Crip2,68337,12,113103856,113109126,-0.246937027026057,-0.408106864834845,-0.33332970521869,0.41248238316442,0.727085078781773,no,1
ENSMUSG00000006373,Pgrmc1,53328,X,35861859,35869732,-0.193585024698395,-0.227637548605622,-0.544073767948598,0.642882018490798,0.448633295568476,no,1
ENSMUSG00000006386,Tek,21687,4,94627526,94763213,0.351166213348253,0.359155234829463,0.23042517171535,-0.544530164785818,-0.629661512216092,no,2
ENSMUSG00000006395,Hyi,NA,4,118217187,118219941,0.0241881938699834,-0.266569316487597,-0.700495092056277,0.336067617926272,0.566453341637684,no,1
ENSMUSG00000006412,Pfdn2,18637,1,171173238,171186822,-0.0820774712085483,-0.327931378153495,-0.649744597056769,0.429668070817006,0.664315864162132,no,1
ENSMUSG00000006418,Rnf114,81018,2,167334565,167358093,-0.167479071708505,-0.673011683814793,-0.322518515785405,0.758390038601751,0.47414422950393,no,1
ENSMUSG00000006423,Steep1,77644,X,36087390,36137764,-0.0132253151261496,0.236097654351498,0.674595061151664,-0.341884768909461,-0.525988840593521,no,2
ENSMUSG00000006442,Srm,20810,4,148675960,148679450,-0.151022577528627,-0.677067523474157,-0.410574784673973,0.666428470868223,0.629081054332285,no,1
ENSMUSG00000006445,Epha2,13836,4,141028551,141056695,0.227915503552122,-0.0620262282120227,-0.755722177383238,0.612070399244805,-0.198342977216722,no,1
ENSMUSG00000006527,Sfmbt1,54650,14,30436806,30544678,0.201706094762576,0.643834684985337,0.409836155616272,-0.645949990199798,-0.7070536258209,no,2
ENSMUSG00000006575,Rundc3a,51799,11,102284229,102293381,-0.146084720008924,-0.546722497948285,-0.391916280670898,0.746881675688375,0.401845154784142,no,1
ENSMUSG00000006651,Aplp1,11803,7,30134407,30144960,-0.125450828718551,-0.497601330003421,-0.405612581361943,1.02205673521119,0.0592293489113323,no,1
ENSMUSG00000006675,P4htm,74443,9,108456061,108474866,-0.153637226309259,-0.886030106044658,-0.207938418780226,0.78781068483327,0.501187143862312,no,1
ENSMUSG00000006711,D130043K22Rik,210108,13,25029118,25085253,-0.00518842368284111,0.782315653190345,0.421022241040612,-0.829934717289945,-0.299130464396849,no,2
ENSMUSG00000006728,Cdk4,12567,10,126899403,126903789,-0.109615037006875,-0.659130167521997,-0.514384051441176,0.754336546698212,0.556076473066848,no,1
ENSMUSG00000006736,Tspan31,67125,10,126903149,126906133,-0.0994519253087435,-0.33795738914964,-0.473101341998928,0.914107154130297,0.0428293305460336,no,1
ENSMUSG00000006777,Krt23,94179,11,99368800,99383963,-0.159923596413952,-0.110154472020297,-0.205113811370822,0.886525461987545,-0.300570424207057,no,1
ENSMUSG00000006920,Ezh1,14055,11,101081941,101117289,-0.0744524132563908,0.132039404469494,0.704244932601571,0.0261421027357217,-0.721131432902494,no,2
ENSMUSG00000006931,P3h4,66180,11,100299282,100305662,-0.111341180391006,-0.510459819661662,-0.460179258820509,0.362655165017785,0.760292660843439,no,1
ENSMUSG00000006941,Eif1b,68969,9,120321298,120324396,-0.080758194765911,-0.488407539581126,-0.5851609597076,0.625499067133379,0.548695644697192,no,1
ENSMUSG00000007038,Neu1,18010,17,35150229,35154929,0.178618165899384,-1.0219291952013,0.161619743476063,0.635524156230066,-0.172957261095426,no,1
ENSMUSG00000007458,M6pr,17113,6,122285679,122294639,-0.0546381302371261,-0.371429109100203,-0.425135691412859,0.86149938578318,-0.000270283113864909,no,1
ENSMUSG00000007564,Ppp2r1a,51792,17,21165573,21186178,-0.17492563887816,-0.578788262635418,-0.254247344849799,0.967756351098433,0.123166769203995,no,1
ENSMUSG00000007589,Tinf2,28113,14,55912146,55919277,0.19492995902088,-0.731913046445348,-0.343502521080983,0.497852367629117,0.175443017740257,no,1
ENSMUSG00000007613,Tgfbr1,21812,4,47353222,47414931,0.228901625301721,0.874566316119421,-0.0170589066209736,-0.504157727293659,-0.681047000139612,no,2
ENSMUSG00000007653,Gabrb2,14401,11,42310584,42519855,0.103655724362851,0.740036145219997,0.60080875289126,-0.800851492298603,-0.659721244679347,yes,2
ENSMUSG00000007659,Bcl2l1,12048,2,152622588,152673648,-0.174295090259764,-0.604367892418036,-0.235291160918484,1.14688382863559,-0.0525723583792077,no,1
ENSMUSG00000007721,Ccdc124,234388,8,71320871,71326579,-0.183605380347274,-0.456132892361599,-0.465723785700886,0.594682408569193,0.61047261073759,no,1
ENSMUSG00000007739,Cct4,12464,11,22940519,22953780,-0.0422743413990092,-0.267608072971002,-0.430194966192771,0.658373661270514,0.0911088025940154,no,1
ENSMUSG00000007815,Rhoa,11848,9,108183328,108215133,-0.0949030222325179,-0.375994717519519,-0.358616837834283,0.76003082592888,0.109328125205272,no,1
ENSMUSG00000007817,Zmiz1,328365,14,25459609,25667167,0.221204536801906,0.0723249597911116,0.725853392731107,-0.645577505215671,-0.533681706727367,no,2
ENSMUSG00000007867,Ift43,76411,12,86129315,86209233,-0.0523622900971325,-0.599378850642289,-0.321237269594514,0.272471237284484,0.689830653068819,no,1
ENSMUSG00000007872,Id3,15903,4,135870808,135873066,-0.0204345254148613,-0.864216667008017,-0.276448025796877,0.632528189795672,0.471878866901305,no,1
ENSMUSG00000007880,Arid1a,93760,4,133406319,133484080,0.0353859513520495,0.600266898771899,0.306910074249399,-0.654284050784593,-0.264796095538407,no,2
ENSMUSG00000007892,Rplp1,56040,9,61820566,61821824,-0.209732615528788,-0.322750760762078,-0.609606587058594,0.603205795163318,0.669287733102493,no,1
ENSMUSG00000007944,Ttc9b,73032,7,27353340,27356771,-0.265132584979646,-0.317298164312272,-0.370570195394704,0.658895695656095,0.46651317407261,no,1
ENSMUSG00000007989,Fzd3,14365,14,65429898,65499912,-0.00724305674409274,0.67112129280051,0.505413316765813,-0.630835956919554,-0.477096528944525,no,2
ENSMUSG00000008036,Ap2s1,232910,7,16472335,16483219,-0.141342431354408,-0.566891273940544,-0.513813031671299,0.830015029653549,0.450797591333422,no,1
ENSMUSG00000008153,Clstn3,232370,6,124407540,124441753,0.140943796151365,0.335969639175719,0.636084190668386,-0.495607438273796,-0.695100564903811,no,2
ENSMUSG00000008226,Scrn3,74616,2,73142945,73168162,-0.0708211543687534,0.254103361010549,0.66768077815554,-0.338924254494515,-0.437747584442261,no,2
ENSMUSG00000008301,Phax,56698,18,56695515,56720784,-0.151063078330743,-0.434179653945155,-0.409019831833903,0.458413489550383,0.612964745478604,no,1
ENSMUSG00000008307,1700109H08Rik,77036,5,3621566,3634356,0.0886021411875805,0.365692467214302,0.570665399992671,-0.576347454561667,-0.484589787455615,no,2
ENSMUSG00000008384,Sertad1,55942,7,27186335,27189741,-0.2008856921638,-0.12064775677536,-0.686736448627654,0.682739635798863,0.466140551159466,no,1
ENSMUSG00000008393,Carhsp1,52502,16,8476444,8490019,0.217333035036958,-0.717773193333078,-0.458651230495041,0.884581009981845,-0.148303830246193,yes,1
ENSMUSG00000008475,Arpc5,67771,1,152642293,152651348,-0.285702777659386,-0.543645080276942,-0.185467591535161,0.894360398851129,0.289428377175156,no,1
ENSMUSG00000008489,Elavl2,15569,4,91139000,91289022,0.00286738628139291,0.958077557465015,-0.018632871985688,-0.228676778301919,-0.635946036714496,yes,2
ENSMUSG00000008496,Pou2f2,18987,7,24786769,24879151,0.128445299216948,-0.229624367881731,-0.477743640470037,-0.297397894442777,0.760851265174815,no,1
ENSMUSG00000008668,Rps18,20084,17,34170973,34174975,-0.144724374394838,-0.446108399905075,-0.60778603431964,0.557731083561381,0.71225530586221,no,1
ENSMUSG00000008682,Rpl10,110954,X,73314418,73316741,-0.133491693822739,-0.684783759483884,-0.518781752628155,0.923801465332202,0.456309197679303,no,1
ENSMUSG00000008690,Ncaph2,52683,15,89239922,89257029,-0.204343260439953,-0.610479788977706,-0.20738616333972,0.919193389127546,0.205399953211613,no,1
ENSMUSG00000008730,Hipk1,15257,3,103647131,103698879,0.0797622748944736,0.720012215612357,0.524215913537682,-0.657926128565483,-0.665884963682054,no,2
ENSMUSG00000008763,Man1a2,17156,3,100469524,100592819,0.0483284833353235,0.820296927487402,0.460647174048515,-0.690018368308756,-0.607142501773257,no,2
ENSMUSG00000008892,Vdac3,22335,8,23067102,23083774,0.012218746427698,-0.606867649252498,-0.57738308237229,0.636149888964025,0.476145732308075,no,1
ENSMUSG00000008958,Vps72,21427,3,95018333,95030362,0.115499655082716,-0.940450158685403,-0.421362120041864,0.855735160671867,0.225581875103601,no,1
ENSMUSG00000009013,Dynll1,56455,5,115435169,115439058,-0.234408307559033,-0.205530976771287,-0.547914204838117,0.466646317023977,0.679885821416136,no,1
ENSMUSG00000009079,Ewsr1,14030,11,5019689,5049266,-0.23242590411557,-0.467053111775585,0.090456727625433,-0.0943262384639037,0.838746862168454,no,1
ENSMUSG00000009090,Ap1b1,11764,11,4936824,4992791,-0.115210376893567,0.735320574127477,0.156918751221311,-0.0887767346030823,-0.540567716671283,yes,2
ENSMUSG00000009112,Bcl2l13,94044,6,120813173,120869803,0.176817970221843,0.423654576418701,0.664190608989005,-0.512416381199724,-0.849555704061262,no,2
ENSMUSG00000009207,Lnpk,69605,2,74350635,74409779,0.16038210320218,0.55831679192035,0.312823917615907,-0.626878971111038,-0.478404019702309,no,2
ENSMUSG00000009291,Pttg1ip,108705,10,77417554,77434566,0.177706835294358,-0.711997842581635,-0.457384932540902,0.562767171231454,0.236295488577785,yes,1
ENSMUSG00000009292,Trpm2,28240,10,77743556,77806397,0.008118474015376,0.67187017947731,0.421814279774543,-0.323233654767076,-0.728668952388379,no,2
ENSMUSG00000009293,Ube2g2,22213,10,77458109,77481827,-0.342547942840026,-0.3936557984837,-0.193890213816948,0.717694396988114,0.436505865408973,no,1
ENSMUSG00000009470,Tnpo1,238799,13,98975527,99062892,-0.0207060675178586,0.786153189961815,0.388616289132276,-0.498293651121187,-0.57472744398654,no,2
ENSMUSG00000009535,Rnmt,67897,18,68433426,68457923,-0.131141362677693,0.813259361432379,0.236132587255089,-0.211072457824995,-0.541050492723618,no,2
ENSMUSG00000009549,Srp14,20813,2,118306331,118310192,-0.157539013996716,-0.653671230331978,-0.427514553720565,0.835951030532688,0.466455425486368,no,1
ENSMUSG00000009555,Cdk9,107951,2,32595796,32603088,-0.200986554542766,-0.45502531445238,-0.589851078659476,0.682235862230335,0.67644822512692,no,1
ENSMUSG00000009575,Cbx5,12419,15,103099971,103148243,0.124814633337992,0.818655782459855,0.422343422714787,-0.706578526449335,-0.68462497186181,no,2
ENSMUSG00000009640,Dmap1,66233,4,117531878,117539470,-0.169460390661243,-0.38058441827482,-0.475398114626684,0.634889285087311,0.485933563282025,no,1
ENSMUSG00000009647,Mcu,215999,10,59282806,59452514,0.288429686835207,-0.653819679689695,-0.421491933940758,0.426614426455557,0.0894602619057454,no,1
ENSMUSG00000009687,Fxyd5,18301,7,30732147,30741906,-0.0844408159181919,-0.499513991818641,-0.376619953347843,-0.0384304228136914,1.02070962985215,no,1
ENSMUSG00000009863,Sdhb,67680,4,140688514,140706504,-0.146889198457461,-0.631750056221114,-0.558415704328113,0.880492114464187,0.514083905367054,no,1
ENSMUSG00000009905,Kdsr,70750,1,106648189,106687457,0.0972140024763802,0.270259074974541,0.652861543261121,-0.51940053385917,-0.551322999129092,no,2
ENSMUSG00000009927,Rps25,75617,9,44318436,44321724,-0.147802987038396,-0.256098848087565,-0.510517396587605,0.266789869895126,0.737140031423308,no,1
ENSMUSG00000010045,Tmem115,56395,9,107411144,107415872,-0.142998180060344,-1.10780889324695,0.0105854355537264,0.815161846950518,0.439991018077832,no,1
ENSMUSG00000010048,Ifrd2,15983,9,107464841,107470584,-0.183103126599834,-0.62252506931911,-0.241199409140802,0.458424130849139,0.673853730050745,no,1
ENSMUSG00000010054,Tusc2,80385,9,107440454,107443311,-0.0750000743922504,-0.718078200423408,-0.375278276453429,1.07940930918509,0.085357447842887,no,1
ENSMUSG00000010057,Nprl2,56032,9,107419425,107422905,-0.262831081487093,0.0214228125986916,-0.565706515140128,0.457117599256305,0.548905730270771,no,1
ENSMUSG00000010067,Rassf1,56289,9,107428754,107439466,0.112065986416805,-0.813659113496162,-0.212214747543642,0.248061084135313,0.513892374550356,no,1
ENSMUSG00000010095,Slc3a2,17254,19,8684246,8700733,0.145999787924446,-0.794280727174338,-0.328515643537624,0.28947250401432,0.511634177231895,no,1
